"time","metric","group","value","unit","definition","model","label"
2045,"fishing_mortality","all",0.015210381981546,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2045,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2046,"total_biomass","all",2988487.95766768,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2046,"biomass_depletion","all",0.947206414997825,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2046,"fishing_mortality","all",0.0152218750210989,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2046,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2047,"total_biomass","all",2988948.73829457,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2047,"biomass_depletion","all",0.947352460212624,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2047,"fishing_mortality","all",0.015219510446805,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2047,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2048,"total_biomass","all",2990264.90204413,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2048,"biomass_depletion","all",0.947769620584167,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2048,"fishing_mortality","all",0.0152127603726295,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2048,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2049,"total_biomass","all",2994349.18103285,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2049,"biomass_depletion","all",0.949064139857308,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2049,"fishing_mortality","all",0.0151918518167582,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2049,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2050,"total_biomass","all",2993719.06315181,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2050,"biomass_depletion","all",0.948864422907608,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2050,"fishing_mortality","all",0.015195073814423,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2050,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2051,"total_biomass","all",2996975.53524899,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2051,"biomass_depletion","all",0.949896567358046,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2051,"fishing_mortality","all",0.0151784371172495,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2051,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2052,"total_biomass","all",2997140.27037714,"t","Illustrative surplus-production total_biomass","fixed-catch-19","fixed-catch 19"
2052,"biomass_depletion","all",0.949948780441173,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-19","fixed-catch 19"
2052,"fishing_mortality","all",0.0151775964848066,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-19","fixed-catch 19"
2052,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-19","fixed-catch 19"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2023,"fishing_mortality","all",0.0512932943875505,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2023,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2024,"total_biomass","all",1086156.5454948,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2024,"biomass_depletion","all",0.344259191322783,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2024,"fishing_mortality","all",0.0424533591494471,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2024,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2025,"total_biomass","all",1242766.52858348,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2025,"biomass_depletion","all",0.393896995702651,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2025,"fishing_mortality","all",0.0370032001431136,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2025,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2026,"total_biomass","all",1441150.45212057,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2026,"biomass_depletion","all",0.456775122591079,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2026,"fishing_mortality","all",0.0318274658100339,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2026,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2027,"total_biomass","all",1651595.75806293,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2027,"biomass_depletion","all",0.523476125445496,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2027,"fishing_mortality","all",0.0277152692700028,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2027,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2028,"total_biomass","all",1875387.02547712,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2028,"biomass_depletion","all",0.594407153817668,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2028,"fishing_mortality","all",0.0243673395808314,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2028,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2029,"total_biomass","all",2063680.30796301,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2029,"biomass_depletion","all",0.654087034612912,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2029,"fishing_mortality","all",0.0221192463990889,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2029,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2030,"total_biomass","all",2236332.41589458,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2030,"biomass_depletion","all",0.70880941814338,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2030,"fishing_mortality","all",0.020394031659746,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2030,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2031,"total_biomass","all",2388325.11502878,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2031,"biomass_depletion","all",0.756983766406477,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2031,"fishing_mortality","all",0.0190836921468465,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2031,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2032,"total_biomass","all",2526964.11136829,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2032,"biomass_depletion","all",0.800925635526182,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2032,"fishing_mortality","all",0.0180271912780206,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2032,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2033,"total_biomass","all",2639782.26485083,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2033,"biomass_depletion","all",0.836683543946958,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2033,"fishing_mortality","all",0.0172500667412448,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2033,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2034,"total_biomass","all",2720685.01246742,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2034,"biomass_depletion","all",0.862325809406573,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2034,"fishing_mortality","all",0.0167327998897975,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2034,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2035,"total_biomass","all",2795778.00836878,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2035,"biomass_depletion","all",0.886126664034972,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2035,"fishing_mortality","all",0.0162796879395951,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2035,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2036,"total_biomass","all",2850470.65623519,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2036,"biomass_depletion","all",0.903461593151672,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2036,"fishing_mortality","all",0.0159648188987234,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2036,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2037,"total_biomass","all",2892355.50829221,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2037,"biomass_depletion","all",0.916737069285969,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2037,"fishing_mortality","all",0.0157318005941602,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2037,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2038,"total_biomass","all",2937415.49704029,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2038,"biomass_depletion","all",0.931018910473383,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2038,"fishing_mortality","all",0.0154885959222516,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2038,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2039,"total_biomass","all",2954221.3375964,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2039,"biomass_depletion","all",0.936345550637128,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2039,"fishing_mortality","all",0.0153998031483381,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2039,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2040,"total_biomass","all",2963045.63207078,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
2040,"biomass_depletion","all",0.939142425997632,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-20","fixed-catch 20"
2040,"fishing_mortality","all",0.0153535868559151,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-20","fixed-catch 20"
2040,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-20","fixed-catch 20"
2041,"total_biomass","all",2973676.53119008,"t","Illustrative surplus-production total_biomass","fixed-catch-20","fixed-catch 20"
